league,season,team,player,league_id,season,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,source,player_std
ESP-La Liga,2021,Barcelona,Óscar Mingueza,4,2020,148,9011,D S,27,1915,2,0.9709076886065304,2,0.9709076886065304,2,1.0637644343078136,12,8,4,0,10.934548359829932,10.162271238863468,understat,óscar mingueza
ESP-La Liga,2021,Cadiz,Alberto Cifuentes,4,2020,261,8739,GK,2,180,0,0.0,0,0.0,0,0.023385699838399887,0,1,0,0,0.3652290105819702,0.34184300899505615,understat,alberto cifuentes
ESP-La Liga,2021,Cadiz,Alberto Cifuentes,4,2020,261,8739,GK,2,180,0,0.0,0,0.0,0,0.023385699838399887,0,1,0,0,0.3652290105819702,0.34184300899505615,understat,alberto cifuentes
ESP-La Liga,2021,Cadiz,Alberto Perea,4,2020,261,8849,F M S,27,1554,2,1.8192200139164925,2,1.8192200139164925,3,2.775521593168378,28,13,0,0,4.700049765408039,1.9245397001504898,understat,alberto perea
ESP-La Liga,2021,Cadiz,Alberto Perea,4,2020,261,8849,F M S,27,1554,2,1.8192200139164925,2,1.8192200139164925,3,2.775521593168378,28,13,0,0,4.700049765408039,1.9245397001504898,understat,alberto perea
ESP-La Liga,2021,Cadiz,Alfonso Espino,4,2020,261,8733,D S,32,2617,0,0.21434239856898785,0,0.21434239856898785,3,1.4291348326951265,8,15,5,0,3.317269475199282,2.259349941276014,understat,alfonso espino
ESP-La Liga,2021,Cadiz,Alfonso Espino,4,2020,261,8733,D S,32,2617,0,0.21434239856898785,0,0.21434239856898785,3,1.4291348326951265,8,15,5,0,3.317269475199282,2.259349941276014,understat,alfonso espino
ESP-La Liga,2021,Cadiz,Anthony Lozano,4,2020,261,6533,F M S,29,1540,3,5.7701822854578495,3,5.7701822854578495,1,1.1248031165450811,35,11,5,0,5.902463296428323,0.3572154017165303,understat,anthony lozano
ESP-La Liga,2021,Cadiz,Anthony Lozano,4,2020,261,6533,F M S,29,1540,3,5.7701822854578495,3,5.7701822854578495,1,1.1248031165450811,35,11,5,0,5.902463296428323,0.3572154017165303,understat,anthony lozano
ESP-La Liga,2021,Cadiz,Augusto Fernández,4,2020,261,2267,M S,12,354,0,0.0,0,0.0,0,0.0,0,0,1,0,0.03340393025428057,0.03340393025428057,understat,augusto fernández
ESP-La Liga,2021,Cadiz,Augusto Fernández,4,2020,261,2267,M S,12,354,0,0.0,0,0.0,0,0.0,0,0,1,0,0.03340393025428057,0.03340393025428057,understat,augusto fernández
ESP-La Liga,2021,Cadiz,Bobby Adekanye,4,2020,261,7942,S,3,25,0,0.3538750112056732,0,0.3538750112056732,0,0.0,1,0,0,0,0.3725798111408949,0.018704799935221672,understat,bobby adekanye
ESP-La Liga,2021,Cadiz,Bobby Adekanye,4,2020,261,7942,S,3,25,0,0.3538750112056732,0,0.3538750112056732,0,0.0,1,0,0,0,0.3725798111408949,0.018704799935221672,understat,bobby adekanye
ESP-La Liga,2021,Cadiz,Cala,4,2020,261,2193,D S,28,2282,3,1.8361007189378142,3,1.8361007189378142,0,0.17642299830913544,15,3,8,0,2.084767456166446,1.9445209158584476,understat,cala
ESP-La Liga,2021,Cadiz,Cala,4,2020,261,2193,D S,28,2282,3,1.8361007189378142,3,1.8361007189378142,0,0.17642299830913544,15,3,8,0,2.084767456166446,1.9445209158584476,understat,cala
ESP-La Liga,2021,Cadiz,Carlos Akapo,4,2020,261,7128,D S,13,860,1,0.27891240268945694,1,0.27891240268945694,0,0.16491000354290009,2,2,1,1,0.9744183151051402,0.6059494279325008,understat,carlos akapo
ESP-La Liga,2021,Cadiz,Carlos Akapo,4,2020,261,7128,D S,13,860,1,0.27891240268945694,1,0.27891240268945694,0,0.16491000354290009,2,2,1,1,0.9744183151051402,0.6059494279325008,understat,carlos akapo
ESP-La Liga,2021,Cadiz,David Gil,4,2020,261,8730,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,david gil
ESP-La Liga,2021,Cadiz,David Gil,4,2020,261,8730,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,david gil
ESP-La Liga,2021,Cadiz,Fali,4,2020,261,8741,D M S,34,2649,0,0.5980401951819658,0,0.5980401951819658,0,0.6468211971223354,11,8,11,0,2.082371799275279,1.845708815380931,understat,fali
ESP-La Liga,2021,Cadiz,Fali,4,2020,261,8741,D M S,34,2649,0,0.5980401951819658,0,0.5980401951819658,0,0.6468211971223354,11,8,11,0,2.082371799275279,1.845708815380931,understat,fali
ESP-La Liga,2021,Cadiz,Filip Malbasic,4,2020,261,8738,F M S,28,827,0,0.9788142796605825,0,0.9788142796605825,1,1.0557149890810251,9,4,2,0,0.9741573948413134,0.26433980092406273,understat,filip malbasic
ESP-La Liga,2021,Cadiz,Filip Malbasic,4,2020,261,8738,F M S,28,827,0,0.9788142796605825,0,0.9788142796605825,1,1.0557149890810251,9,4,2,0,0.9741573948413134,0.26433980092406273,understat,filip malbasic
ESP-La Liga,2021,Cadiz,Isaac Carcelén,4,2020,261,8731,D M S,32,2602,0,0.5167370103299618,0,0.5167370103299618,1,0.9887622902169824,11,13,3,0,1.9636535877361894,1.6855022851377726,understat,isaac carcelén
ESP-La Liga,2021,Cadiz,Isaac Carcelén,4,2020,261,8731,D M S,32,2602,0,0.5167370103299618,0,0.5167370103299618,1,0.9887622902169824,11,13,3,0,1.9636535877361894,1.6855022851377726,understat,isaac carcelén
ESP-La Liga,2021,Cadiz,Ivan Saponjic,4,2020,261,7894,F S,9,377,1,1.881349377334118,0,1.138199396431446,0,0.0,11,0,2,0,0.7919183969497681,0.16017159819602966,understat,ivan saponjic
ESP-La Liga,2021,Cadiz,Ivan Saponjic,4,2020,261,7894,F S,9,377,1,1.881349377334118,0,1.138199396431446,0,0.0,11,0,2,0,0.7919183969497681,0.16017159819602966,understat,ivan saponjic
ESP-La Liga,2021,Cadiz,Iván Alejo,4,2020,261,6226,M S,22,809,1,1.0643259212374687,1,1.0643259212374687,1,0.9284257106482983,12,11,5,0,2.621270902454853,1.0314135700464249,understat,iván alejo
ESP-La Liga,2021,Cadiz,Iván Alejo,4,2020,261,6226,M S,22,809,1,1.0643259212374687,1,1.0643259212374687,1,0.9284257106482983,12,11,5,0,2.621270902454853,1.0314135700464249,understat,iván alejo
ESP-La Liga,2021,Cadiz,Jairo Izquierdo,4,2020,261,9008,D F M S,30,1246,1,0.7622919790446758,1,0.7622919790446758,0,0.8673123065382242,10,7,4,0,2.0511271879076958,0.7191423252224922,understat,jairo izquierdo
ESP-La Liga,2021,Cadiz,Jairo Izquierdo,4,2020,261,9008,D F M S,30,1246,1,0.7622919790446758,1,0.7622919790446758,0,0.8673123065382242,10,7,4,0,2.0511271879076958,0.7191423252224922,understat,jairo izquierdo
ESP-La Liga,2021,Cadiz,Jens Jonsson,4,2020,261,8737,M S,35,2650,0,0.9196802070364356,0,0.9196802070364356,0,1.589064484462142,15,11,6,0,4.804510905407369,3.4636973440647125,understat,jens jonsson
ESP-La Liga,2021,Cadiz,Jens Jonsson,4,2020,261,8737,M S,35,2650,0,0.9196802070364356,0,0.9196802070364356,0,1.589064484462142,15,11,6,0,4.804510905407369,3.4636973440647125,understat,jens jonsson
ESP-La Liga,2021,Cadiz,Jeremías Ledesma,4,2020,261,8949,GK,32,2880,0,0.0,0,0.0,0,0.0,0,0,0,0,1.2902430966496468,1.2902430966496468,understat,jeremías ledesma
ESP-La Liga,2021,Cadiz,Jeremías Ledesma,4,2020,261,8949,GK,32,2880,0,0.0,0,0.0,0,0.0,0,0,0,0,1.2902430966496468,1.2902430966496468,understat,jeremías ledesma
ESP-La Liga,2021,Cadiz,Jon Ander Garrido,4,2020,261,8938,M S,23,778,0,0.40224191546440125,0,0.40224191546440125,0,0.08698990195989609,5,2,1,0,1.0705230981111526,0.9657560959458351,understat,jon ander garrido
ESP-La Liga,2021,Cadiz,Jon Ander Garrido,4,2020,261,8938,M S,23,778,0,0.40224191546440125,0,0.40224191546440125,0,0.08698990195989609,5,2,1,0,1.0705230981111526,0.9657560959458351,understat,jon ander garrido
ESP-La Liga,2021,Cadiz,Jorge Pombo,4,2020,261,8736,F M S,12,501,1,1.3289783792570233,1,1.3289783792570233,0,0.5645345877856016,14,7,1,0,2.4314599139615893,0.6748588941991329,understat,jorge pombo
ESP-La Liga,2021,Cadiz,Jorge Pombo,4,2020,261,8736,F M S,12,501,1,1.3289783792570233,1,1.3289783792570233,0,0.5645345877856016,14,7,1,0,2.4314599139615893,0.6748588941991329,understat,jorge pombo
ESP-La Liga,2021,Cadiz,José Mari,4,2020,261,2391,M S,22,1479,1,1.1586831966415048,0,0.4154059970751405,0,0.5477796923369169,17,8,5,0,2.207775187678635,1.4000623123720288,understat,josé mari
ESP-La Liga,2021,Cadiz,José Mari,4,2020,261,2391,M S,22,1479,1,1.1586831966415048,0,0.4154059970751405,0,0.5477796923369169,17,8,5,0,2.207775187678635,1.4000623123720288,understat,josé mari
ESP-La Liga,2021,Cadiz,Manuel Nieto,4,2020,261,9144,S,2,9,0,0.09515439718961716,0,0.09515439718961716,0,0.38871899247169495,1,1,0,0,0.09515439718961716,0.0,understat,manuel nieto
ESP-La Liga,2021,Cadiz,Manuel Nieto,4,2020,261,9144,S,2,9,0,0.09515439718961716,0,0.09515439718961716,0,0.38871899247169495,1,1,0,0,0.09515439718961716,0.0,understat,manuel nieto
ESP-La Liga,2021,Cadiz,Marc Baró,4,2020,261,8740,D,1,90,0,0.018086500465869904,0,0.018086500465869904,0,0.15724700689315796,1,2,0,0,0.11324100196361542,0.0,understat,marc baró
ESP-La Liga,2021,Cadiz,Marc Baró,4,2020,261,8740,D,1,90,0,0.018086500465869904,0,0.018086500465869904,0,0.15724700689315796,1,2,0,0,0.11324100196361542,0.0,understat,marc baró
ESP-La Liga,2021,Cadiz,Marcos Mauro,4,2020,261,8732,D S,24,1827,2,1.3827624917030334,2,1.3827624917030334,0,0.03774949908256531,6,2,2,1,1.6627888083457947,1.562342807650566,understat,marcos mauro
ESP-La Liga,2021,Cadiz,Marcos Mauro,4,2020,261,8732,D S,24,1827,2,1.3827624917030334,2,1.3827624917030334,0,0.03774949908256531,6,2,2,1,1.6627888083457947,1.562342807650566,understat,marcos mauro
ESP-La Liga,2021,Cadiz,Nano,4,2020,261,5120,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,nano
ESP-La Liga,2021,Cadiz,Nano,4,2020,261,5120,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,nano
ESP-La Liga,2021,Cadiz,Pedro Alcalá,4,2020,261,6114,D S,13,895,0,0.12705900147557259,0,0.12705900147557259,0,0.0,2,0,2,0,0.3750420045107603,0.3750420045107603,understat,pedro alcalá
ESP-La Liga,2021,Cadiz,Pedro Alcalá,4,2020,261,6114,D S,13,895,0,0.12705900147557259,0,0.12705900147557259,0,0.0,2,0,2,0,0.3750420045107603,0.3750420045107603,understat,pedro alcalá
ESP-La Liga,2021,Cadiz,Rubén Sobrino,4,2020,261,5047,F M S,21,1149,1,2.135863609611988,1,2.135863609611988,0,0.8350091995671391,9,11,3,0,3.3533374220132828,0.44918251037597656,understat,rubén sobrino
ESP-La Liga,2021,Cadiz,Rubén Sobrino,4,2020,261,5047,F M S,21,1149,1,2.135863609611988,1,2.135863609611988,0,0.8350091995671391,9,11,3,0,3.3533374220132828,0.44918251037597656,understat,rubén sobrino
ESP-La Liga,2021,Cadiz,Salvi Sánchez,4,2020,261,8735,M S,28,1980,2,1.9404272120445967,2,1.9404272120445967,0,1.4382077939808369,17,18,5,0,4.166218722239137,1.7495738845318556,understat,salvi sánchez
ESP-La Liga,2021,Cadiz,Salvi Sánchez,4,2020,261,8735,M S,28,1980,2,1.9404272120445967,2,1.9404272120445967,0,1.4382077939808369,17,18,5,0,4.166218722239137,1.7495738845318556,understat,salvi sánchez
ESP-La Liga,2021,Cadiz,Sergio González,4,2020,261,8734,M,1,90,0,0.03073050081729889,0,0.03073050081729889,0,0.0,1,0,0,0,0.02892809920012951,0.02892809920012951,understat,sergio gonzález
ESP-La Liga,2021,Cadiz,Sergio González,4,2020,261,8734,M,1,90,0,0.03073050081729889,0,0.03073050081729889,0,0.0,1,0,0,0,0.02892809920012951,0.02892809920012951,understat,sergio gonzález
ESP-La Liga,2021,Cadiz,Yann Bodiger,4,2020,261,3206,M S,9,235,0,0.0,0,0.0,0,0.11610469967126846,0,2,0,0,0.7251426037400961,0.6758618038147688,understat,yann bodiger
ESP-La Liga,2021,Cadiz,Yann Bodiger,4,2020,261,3206,M S,9,235,0,0.0,0,0.0,0,0.11610469967126846,0,2,0,0,0.7251426037400961,0.6758618038147688,understat,yann bodiger
ESP-La Liga,2021,Cadiz,Álex Fernández,4,2020,261,4177,F M S,25,1952,4,3.080812663771212,2,1.594256610609591,1,1.2988573079928756,10,23,1,0,4.33008083794266,2.571774510666728,understat,álex fernández
ESP-La Liga,2021,Cadiz,Álex Fernández,4,2020,261,4177,F M S,25,1952,4,3.080812663771212,2,1.594256610609591,1,1.2988573079928756,10,23,1,0,4.33008083794266,2.571774510666728,understat,álex fernández
ESP-La Liga,2021,Cadiz,Álex Martín,4,2020,261,9353,D S,2,93,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,álex martín
ESP-La Liga,2021,Cadiz,Álex Martín,4,2020,261,9353,D S,2,93,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,álex martín
ESP-La Liga,2021,Cadiz,Álvaro,4,2020,261,4142,F S,11,393,2,1.4893544930964708,2,1.4893544930964708,1,0.0978298019617796,5,2,0,0,0.716864213347435,0.06685999780893326,understat,álvaro
ESP-La Liga,2021,Cadiz,Álvaro,4,2020,261,4142,F S,11,393,2,1.4893544930964708,2,1.4893544930964708,1,0.0978298019617796,5,2,0,0,0.716864213347435,0.06685999780893326,understat,álvaro
ESP-La Liga,2021,Cadiz,Álvaro Bastida,4,2020,261,9534,S,1,32,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,álvaro bastida
ESP-La Liga,2021,Cadiz,Álvaro Bastida,4,2020,261,9534,S,1,32,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,álvaro bastida
ESP-La Liga,2021,Cadiz,Álvaro Negredo,4,2020,261,1715,F S,35,2247,8,6.637725971639156,8,6.637725971639156,4,3.937865663319826,47,20,3,1,9.901588110253215,1.9470295011997223,understat,álvaro negredo
ESP-La Liga,2021,Cadiz,Álvaro Negredo,4,2020,261,1715,F S,35,2247,8,6.637725971639156,8,6.637725971639156,4,3.937865663319826,47,20,3,1,9.901588110253215,1.9470295011997223,understat,álvaro negredo
ESP-La Liga,2021,Celta Vigo,Aarón Martín,4,2020,152,5133,D S,19,1541,0,0.1826076004654169,0,0.1826076004654169,3,0.937577873468399,5,6,1,0,4.7966314712539315,4.4880482675507665,understat,aarón martín
ESP-La Liga,2021,Celta Vigo,Aarón Martín,4,2020,152,5133,D S,19,1541,0,0.1826076004654169,0,0.1826076004654169,3,0.937577873468399,5,6,1,0,4.7966314712539315,4.4880482675507665,understat,aarón martín
ESP-La Liga,2021,Celta Vigo,Alfon,4,2020,152,9241,S,2,29,0,0.06699129939079285,0,0.06699129939079285,0,0.052880700677633286,1,1,0,0,0.11987199634313583,0.06699129939079285,understat,alfon
ESP-La Liga,2021,Celta Vigo,Alfon,4,2020,152,9241,S,2,29,0,0.06699129939079285,0,0.06699129939079285,0,0.052880700677633286,1,1,0,0,0.11987199634313583,0.06699129939079285,understat,alfon
ESP-La Liga,2021,Celta Vigo,Augusto Solari,4,2020,152,9305,M S,16,466,2,1.1863178345374763,2,1.1863178345374763,2,1.7393325045704842,5,10,2,0,3.0570170651189983,1.2376946043223143,understat,augusto solari
ESP-La Liga,2021,Celta Vigo,Augusto Solari,4,2020,152,9305,M S,16,466,2,1.1863178345374763,2,1.1863178345374763,2,1.7393325045704842,5,10,2,0,3.0570170651189983,1.2376946043223143,understat,augusto solari
ESP-La Liga,2021,Celta Vigo,Brais Méndez,4,2020,152,6227,F M S,34,2693,9,7.978700499981642,8,7.235422998666763,0,2.9397235177457333,50,19,7,0,16.74694986268878,9.00229837745428,understat,brais méndez
ESP-La Liga,2021,Celta Vigo,Brais Méndez,4,2020,152,6227,F M S,34,2693,9,7.978700499981642,8,7.235422998666763,0,2.9397235177457333,50,19,7,0,16.74694986268878,9.00229837745428,understat,brais méndez
ESP-La Liga,2021,Celta Vigo,Carlos Domínguez,4,2020,152,9519,D,4,360,0,0.06754989922046661,0,0.06754989922046661,0,0.03489400073885918,1,1,2,0,0.24829096300527453,0.24829096300527453,understat,carlos domínguez
ESP-La Liga,2021,Celta Vigo,Carlos Domínguez,4,2020,152,9519,D,4,360,0,0.06754989922046661,0,0.06754989922046661,0,0.03489400073885918,1,1,2,0,0.24829096300527453,0.24829096300527453,understat,carlos domínguez
ESP-La Liga,2021,Celta Vigo,Denis Suárez,4,2020,152,2308,M S,35,2882,0,0.9377253204584122,0,0.9377253204584122,9,5.41595028527081,16,46,10,0,16.346641520038247,12.802425803616643,understat,denis suárez
ESP-La Liga,2021,Celta Vigo,Denis Suárez,4,2020,152,2308,M S,35,2882,0,0.9377253204584122,0,0.9377253204584122,9,5.41595028527081,16,46,10,0,16.346641520038247,12.802425803616643,understat,denis suárez
ESP-La Liga,2021,Celta Vigo,Emre Mor,4,2020,152,5272,F M S,11,508,0,0.38039159402251244,0,0.38039159402251244,0,0.2108830064535141,8,3,2,0,0.4827169943600893,0.0118671003729105,understat,emre mor
ESP-La Liga,2021,Celta Vigo,Emre Mor,4,2020,152,5272,F M S,11,508,0,0.38039159402251244,0,0.38039159402251244,0,0.2108830064535141,8,3,2,0,0.4827169943600893,0.0118671003729105,understat,emre mor
ESP-La Liga,2021,Celta Vigo,Facundo Ferreyra,4,2020,152,4515,F S,13,272,1,1.4120057094842196,1,1.4120057094842196,0,0.0,7,0,3,1,1.2682667095214128,0.0,understat,facundo ferreyra
ESP-La Liga,2021,Celta Vigo,Facundo Ferreyra,4,2020,152,4515,F S,13,272,1,1.4120057094842196,1,1.4120057094842196,0,0.0,7,0,3,1,1.2682667095214128,0.0,understat,facundo ferreyra
ESP-La Liga,2021,Celta Vigo,Fran Beltrán,4,2020,152,6931,M S,32,1385,3,1.4918133849278092,3,1.4918133849278092,0,0.4340408109128475,19,4,3,0,6.121934190392494,4.400581208989024,understat,fran beltrán
ESP-La Liga,2021,Celta Vigo,Fran Beltrán,4,2020,152,6931,M S,32,1385,3,1.4918133849278092,3,1.4918133849278092,0,0.4340408109128475,19,4,3,0,6.121934190392494,4.400581208989024,understat,fran beltrán
ESP-La Liga,2021,Celta Vigo,Gabriel Veiga,4,2020,152,8713,M S,6,109,0,0.0,0,0.0,0,0.03564940020442009,0,1,0,0,0.09187440201640129,0.0562250018119812,understat,gabriel veiga
ESP-La Liga,2021,Celta Vigo,Gabriel Veiga,4,2020,152,8713,M S,6,109,0,0.0,0,0.0,0,0.03564940020442009,0,1,0,0,0.09187440201640129,0.0562250018119812,understat,gabriel veiga
ESP-La Liga,2021,Celta Vigo,Hugo Mallo,4,2020,152,2281,D S,31,2608,3,2.521752441301942,3,2.521752441301942,1,3.2776081673800945,20,17,8,0,12.901040244847536,8.203487141057849,understat,hugo mallo
ESP-La Liga,2021,Celta Vigo,Hugo Mallo,4,2020,152,2281,D S,31,2608,3,2.521752441301942,3,2.521752441301942,1,3.2776081673800945,20,17,8,0,12.901040244847536,8.203487141057849,understat,hugo mallo
ESP-La Liga,2021,Celta Vigo,Hugo Sotelo,4,2020,152,9520,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,hugo sotelo
ESP-La Liga,2021,Celta Vigo,Hugo Sotelo,4,2020,152,9520,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,hugo sotelo
ESP-La Liga,2021,Celta Vigo,Iago Aspas,4,2020,152,2290,F M,33,2878,14,12.255053792148829,9,8.539047706872225,13,9.306394401472062,51,62,9,0,25.359115313738585,11.444085440598428,understat,iago aspas
ESP-La Liga,2021,Celta Vigo,Iago Aspas,4,2020,152,2290,F M,33,2878,14,12.255053792148829,9,8.539047706872225,13,9.306394401472062,51,62,9,0,25.359115313738585,11.444085440598428,understat,iago aspas
ESP-La Liga,2021,Celta Vigo,Iván Villar,4,2020,152,5033,GK S,21,1771,0,0.0,0,0.0,0,0.0,0,0,1,0,0.9167277831584215,0.9167277831584215,understat,iván villar
ESP-La Liga,2021,Celta Vigo,Iván Villar,4,2020,152,5033,GK S,21,1771,0,0.0,0,0.0,0,0.0,0,0,1,0,0.9167277831584215,0.9167277831584215,understat,iván villar
ESP-La Liga,2021,Celta Vigo,Jeison Murillo,4,2020,152,1508,D,31,2708,2,0.6966193094849586,2,0.6966193094849586,0,0.18675049766898155,9,3,9,1,6.744751945137978,6.67253714799881,understat,jeison murillo
ESP-La Liga,2021,Celta Vigo,Jeison Murillo,4,2020,152,1508,D,31,2708,2,0.6966193094849586,2,0.6966193094849586,0,0.18675049766898155,9,3,9,1,6.744751945137978,6.67253714799881,understat,jeison murillo
ESP-La Liga,2021,Celta Vigo,Jordan Holsgrove,4,2020,152,9240,S,5,131,0,0.052880700677633286,0,0.052880700677633286,0,0.02093289978802204,1,1,0,0,0.1673399955034256,0.11445929855108261,understat,jordan holsgrove
ESP-La Liga,2021,Celta Vigo,Jordan Holsgrove,4,2020,152,9240,S,5,131,0,0.052880700677633286,0,0.052880700677633286,0,0.02093289978802204,1,1,0,0,0.1673399955034256,0.11445929855108261,understat,jordan holsgrove
ESP-La Liga,2021,Celta Vigo,Joseph Aidoo,4,2020,152,7826,D S,25,1276,0,0.8005202170461416,0,0.8005202170461416,0,0.3403909131884575,9,2,3,0,3.8159165512770414,3.5250803381204605,understat,joseph aidoo
ESP-La Liga,2021,Celta Vigo,Joseph Aidoo,4,2020,152,7826,D S,25,1276,0,0.8005202170461416,0,0.8005202170461416,0,0.3403909131884575,9,2,3,0,3.8159165512770414,3.5250803381204605,understat,joseph aidoo
ESP-La Liga,2021,Celta Vigo,José Manuel Fontán,4,2020,152,8433,D S,14,640,0,0.3547510914504528,0,0.3547510914504528,0,0.0,5,0,1,1,1.2516293786466122,1.21878207847476,understat,josé manuel fontán
ESP-La Liga,2021,Celta Vigo,José Manuel Fontán,4,2020,152,8433,D S,14,640,0,0.3547510914504528,0,0.3547510914504528,0,0.0,5,0,1,1,1.2516293786466122,1.21878207847476,understat,josé manuel fontán
ESP-La Liga,2021,Celta Vigo,Kevin,4,2020,152,4202,D S,8,556,0,0.023871900513768196,0,0.023871900513768196,0,0.0,1,0,3,0,1.0938648208975792,1.06999272108078,understat,kevin
ESP-La Liga,2021,Celta Vigo,Kevin,4,2020,152,4202,D S,8,556,0,0.023871900513768196,0,0.023871900513768196,0,0.0,1,0,3,0,1.0938648208975792,1.06999272108078,understat,kevin
ESP-La Liga,2021,Celta Vigo,Lautaro de León,4,2020,152,9173,S,1,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,lautaro de león
ESP-La Liga,2021,Celta Vigo,Lautaro de León,4,2020,152,9173,S,1,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,understat,lautaro de león
ESP-La Liga,2021,Celta Vigo,Lucas Olaza,4,2020,152,7514,D,32,2879,1,1.0358576849102974,1,1.0358576849102974,3,4.199540609493852,22,29,8,0,12.144518285989761,9.843426242470741,understat,lucas olaza
ESP-La Liga,2021,Celta Vigo,Lucas Olaza,4,2020,152,7514,D,32,2879,1,1.0358576849102974,1,1.0358576849102974,3,4.199540609493852,22,29,8,0,12.144518285989761,9.843426242470741,understat,lucas olaza
ESP-La Liga,2021,Celta Vigo,Miguel Baeza,4,2020,152,8711,M S,22,509,1,2.1413013879209757,1,2.1413013879209757,0,0.6284969970583916,11,8,0,0,3.4520255606621504,0.8535459842532873,understat,miguel baeza
ESP-La Liga,2021,Celta Vigo,Miguel Baeza,4,2020,152,8711,M S,22,509,1,2.1413013879209757,1,2.1413013879209757,0,0.6284969970583916,11,8,0,0,3.4520255606621504,0.8535459842532873,understat,miguel baeza
ESP-La Liga,2021,Celta Vigo,Miguel Rodriguez,4,2020,152,8712,S,4,22,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0118671003729105,0.0118671003729105,understat,miguel rodriguez
ESP-La Liga,2021,Celta Vigo,Miguel Rodriguez,4,2020,152,8712,S,4,22,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0118671003729105,0.0118671003729105,understat,miguel rodriguez
ESP-La Liga,2021,Celta Vigo,Nolito,4,2020,152,1732,F M S,36,2671,7,6.9841454438865185,7,6.9841454438865185,5,5.507579838857055,55,35,7,0,20.086183613166213,9.36247827950865,understat,nolito
ESP-La Liga,2021,Celta Vigo,Nolito,4,2020,152,1732,F M S,36,2671,7,6.9841454438865185,7,6.9841454438865185,5,5.507579838857055,55,35,7,0,20.086183613166213,9.36247827950865,understat,nolito
ESP-La Liga,2021,Celta Vigo,Néstor Araújo,4,2020,152,6930,D S,33,2417,0,0.289204896427691,0,0.289204896427691,0,0.774446589872241,6,4,5,0,6.7317986860871315,6.290370982140303,understat,néstor araújo
ESP-La Liga,2021,Celta Vigo,Néstor Araújo,4,2020,152,6930,D S,33,2417,0,0.289204896427691,0,0.289204896427691,0,0.774446589872241,6,4,5,0,6.7317986860871315,6.290370982140303,understat,néstor araújo
ESP-La Liga,2021,Celta Vigo,Okay Yokuslu,4,2020,152,6932,M S,12,437,0,0.4188010971993208,0,0.4188010971993208,0,0.37696629017591476,3,5,4,1,2.915165990591049,2.255391091108322,understat,okay yokuslu
ESP-La Liga,2021,Celta Vigo,Okay Yokuslu,4,2020,152,6932,M S,12,437,0,0.4188010971993208,0,0.4188010971993208,0,0.37696629017591476,3,5,4,1,2.915165990591049,2.255391091108322,understat,okay yokuslu
ESP-La Liga,2021,Celta Vigo,Renato Tapia,4,2020,152,8710,M,32,2724,0,1.1771423947066069,0,1.1771423947066069,1,0.4524865932762623,17,9,11,0,11.572338566184044,11.19392616674304,understat,renato tapia
ESP-La Liga,2021,Celta Vigo,Renato Tapia,4,2020,152,8710,M,32,2724,0,1.1771423947066069,0,1.1771423947066069,1,0.4524865932762623,17,9,11,0,11.572338566184044,11.19392616674304,understat,renato tapia
ESP-La Liga,2021,Celta Vigo,Rubén Blanco,4,2020,152,2293,GK,19,1647,0,0.0,0,0.0,0,0.0,0,0,0,1,2.383437104523182,2.383437104523182,understat,rubén blanco
ESP-La Liga,2021,Celta Vigo,Rubén Blanco,4,2020,152,2293,GK,19,1647,0,0.0,0,0.0,0,0.0,0,0,0,1,2.383437104523182,2.383437104523182,understat,rubén blanco
ESP-La Liga,2021,Celta Vigo,Santi Mina,4,2020,152,2384,F S,34,2443,12,9.356305785477161,11,8.613027803599834,3,2.62564842030406,45,15,4,0,14.68601100705564,5.218660656362772,understat,santi mina
ESP-La Liga,2021,Celta Vigo,Santi Mina,4,2020,152,2384,F S,34,2443,12,9.356305785477161,11,8.613027803599834,3,2.62564842030406,45,15,4,0,14.68601100705564,5.218660656362772,understat,santi mina
ESP-La Liga,2021,Celta Vigo,Sergio Carreira,4,2020,152,8122,D,3,263,1,0.7681480050086975,1,0.7681480050086975,0,0.10446400195360184,2,1,0,0,1.2551389932632446,0.3825269937515259,understat,sergio carreira
ESP-La Liga,2021,Celta Vigo,Sergio Carreira,4,2020,152,8122,D,3,263,1,0.7681480050086975,1,0.7681480050086975,0,0.10446400195360184,2,1,0,0,1.2551389932632446,0.3825269937515259,understat,sergio carreira
